KEY_benef_loc,match_score,KEY_inegi_localidad
ayutla de los libres-tierra blanca,100,ayutla de los libres-tierra blanca
alcozauca de guerrero-xochapa,100,alcozauca de guerrero-xochapa
taxco de alarcon-san juan teneria,100,taxco de alarcon-san juan teneria
iguala de la independencia-platanillo,100,iguala de la independencia-platanillo
ahuacuotzingo-xocoyolzintla,100,ahuacuotzingo-xocoyolzintla
tepecoacuilco de trujano-mayanalan,100,tepecoacuilco de trujano-mayanalan
eduardo neri-tenantla,100,eduardo neri-tenantla
cochoapa el grande-cochoapa el grande,100,cochoapa el grande-cochoapa el grande
cochoapa el grande-llano perdido,100,cochoapa el grande-llano perdido
tecpan de galeana-coatan,100,tecpan de galeana-coatan
chilapa de alvarez-nejapa,100,chilapa de alvarez-nejapa
pungarabato-sinahua,100,pungarabato-sinahua
atoyac de alvarez-el ticui,100,atoyac de alvarez-el ticui
ometepec-el charco de la puerta,100,ometepec-el charco de la puerta
tecpan de galeana-platanillo,100,tecpan de galeana-platanillo
marquelia-la guadalupe,100,marquelia-la guadalupe
copanatoyac-ocotillo,100,copanatoyac-ocotillo
quechultenango-tonalapa,100,quechultenango-tonalapa
ixcateopan de cuauhtemoc-pipincatla,100,ixcateopan de cuauhtemoc-pipincatla
atlixtac-chalma,100,atlixtac-chalma
san luis acatlan-nejapa,100,san luis acatlan-nejapa
ajuchitlan del progreso-canton de guerrero,100,ajuchitlan del progreso-canton de guerrero
alcozauca de guerrero-acametla de bravo,100,alcozauca de guerrero-acametla de bravo
quechultenango-atlitengo,100,quechultenango-atlitengo
iguala de la independencia-tonalapita del norte (puente gonzalez),100,iguala de la independencia-tonalapita del norte (puente gonzalez)
ajuchitlan del progreso-el coco,100,ajuchitlan del progreso-el coco
quechultenango-tlanipatitlan,100,quechultenango-tlanipatitlan
atoyac de alvarez-rio santiago,100,atoyac de alvarez-rio santiago
metlatonoc-xacundutia,100,metlatonoc-xacundutia
azoyu-maxmadi,100,azoyu-maxmadi
petatlan-las mesas,100,petatlan-las mesas
ometepec-santa cruz teconte (el teconte),100,ometepec-santa cruz teconte (el teconte)
mochitlan-tlacotitlanapa,100,mochitlan-tlacotitlanapa
ajuchitlan del progreso-el coyol,100,ajuchitlan del progreso-el coyol
coyuca de catalan-cienega de arriba,100,coyuca de catalan-cienega de arriba
tlapa de comonfort-zacualpan,100,tlapa de comonfort-zacualpan
arcelia-cerro gordo,100,arcelia-cerro gordo
ayutla de los libres-la azozuca,100,ayutla de los libres-la azozuca
general heliodoro castillo-el encanto,100,general heliodoro castillo-el encanto
arcelia-los cajones,100,arcelia-los cajones
quechultenango-platanillo,100,quechultenango-platanillo
chilpancingo de los bravo-carrizal de pinzon,100,chilpancingo de los bravo-carrizal de pinzon
atenango del rio-coacan (cocan),100,atenango del rio-coacan (cocan)
taxco de alarcon-texcaltitla,100,taxco de alarcon-texcaltitla
jose joaquin de herrera-zacaixtlahuacan,100,jose joaquin de herrera-zacaixtlahuacan
quechultenango-jocutla,100,quechultenango-jocutla
copanatoyac-la concepcion,100,copanatoyac-la concepcion
atoyac de alvarez-piedras grandes,100,atoyac de alvarez-piedras grandes
xochistlahuaca-colonia progreso,100,xochistlahuaca-colonia progreso
coyuca de benitez-carrera larga,100,coyuca de benitez-carrera larga
san luis acatlan-cerro zapote,100,san luis acatlan-cerro zapote
coyuca de benitez-las humedades,100,coyuca de benitez-las humedades
ajuchitlan del progreso-el reparo,100,ajuchitlan del progreso-el reparo
igualapa-colonia enrique rodriguez cruz,100,igualapa-colonia enrique rodriguez cruz
metlatonoc-san pablo atzompa,100,metlatonoc-san pablo atzompa
tepecoacuilco de trujano-cuexcontlan,100,tepecoacuilco de trujano-cuexcontlan
tepecoacuilco de trujano-san vicente palapa,100,tepecoacuilco de trujano-san vicente palapa
malinaltepec-tilapa,100,malinaltepec-tilapa
zapotitlan tablas-tierra colorada,100,zapotitlan tablas-tierra colorada
jose joaquin de herrera-ixcatla,100,jose joaquin de herrera-ixcatla
copala-atrixco,100,copala-atrixco
iguala de la independencia-zacacoyuca,100,iguala de la independencia-zacacoyuca
quechultenango-xochitlan,100,quechultenango-xochitlan
petatlan-ocote de cadena,100,petatlan-ocote de cadena
san marcos-vista alegre,100,san marcos-vista alegre
zirandaro-la garita,100,zirandaro-la garita
ajuchitlan del progreso-el nanche,100,ajuchitlan del progreso-el nanche
arcelia-palos altos,100,arcelia-palos altos
ayutla de los libres-la concordia,100,ayutla de los libres-la concordia
xochistlahuaca-cerro bronco,100,xochistlahuaca-cerro bronco
acapulco de juarez-salsipuedes,100,acapulco de juarez-salsipuedes
florencio villarreal-chautengo,100,florencio villarreal-chautengo
tlacoapa-agua zarca,100,tlacoapa-agua zarca
marquelia-marquelia,100,marquelia-marquelia
ajuchitlan del progreso-nanche colorado (el nanche),100,ajuchitlan del progreso-nanche colorado (el nanche)
eduardo neri-zumpango del rio,100,eduardo neri-zumpango del rio
cutzamala de pinzon-el remudadero,100,cutzamala de pinzon-el remudadero
cuautepec-san antonio (el crucero),100,cuautepec-san antonio (el crucero)
acapulco de juarez-tasajeras,100,acapulco de juarez-tasajeras
petatlan-juluchuca,100,petatlan-juluchuca
xochistlahuaca-arroyo guacamaya uno,100,xochistlahuaca-arroyo guacamaya uno
ayutla de los libres-vista alegre,100,ayutla de los libres-vista alegre
tepecoacuilco de trujano-xalitla,100,tepecoacuilco de trujano-xalitla
tixtla de guerrero-tezahuapa,100,tixtla de guerrero-tezahuapa
zirandaro-la calera (la calera vertidor),100,zirandaro-la calera (la calera vertidor)
xalpatlahuac-tlayahualco,100,xalpatlahuac-tlayahualco
juan r. escudero-el tepehuaje,100,juan r. escudero-el tepehuaje
tecpan de galeana-el moreno (ruben figueroa),100,tecpan de galeana-el moreno (ruben figueroa)
acapulco de juarez-tres palos,100,acapulco de juarez-tres palos
cutzamala de pinzon-los capires,100,cutzamala de pinzon-los capires
chilpancingo de los bravo-zoyatepec,100,chilpancingo de los bravo-zoyatepec
ayutla de los libres-cerro gordo nuevo,100,ayutla de los libres-cerro gordo nuevo
tlapa de comonfort-totoapan,100,tlapa de comonfort-totoapan
copalillo-tlayahualco,100,copalillo-tlayahualco
tlapa de comonfort-la soledad,100,tlapa de comonfort-la soledad
chilpancingo de los bravo-la haciendita,100,chilpancingo de los bravo-la haciendita
xochistlahuaca-rincon pochota,100,xochistlahuaca-rincon pochota
zihuatanejo de azueta-el coacoyul,100,zihuatanejo de azueta-el coacoyul
zihuatanejo de azueta-san miguelito,100,zihuatanejo de azueta-san miguelito
quechultenango-aztatepec,100,quechultenango-aztatepec
ometepec-rancho los moreno,100,ometepec-rancho los moreno
tlalixtaquilla de maldonado-mexquititlan,100,tlalixtaquilla de maldonado-mexquititlan
cutzamala de pinzon-la palma,100,cutzamala de pinzon-la palma
xochistlahuaca-cumbre de san jose,100,xochistlahuaca-cumbre de san jose
copalillo-tenantitlan,100,copalillo-tenantitlan
tlacoachistlahuaca-san martin,100,tlacoachistlahuaca-san martin
copanatoyac-tehuiskojtla,100,copanatoyac-tehuiskojtla
tlacoapa-metlapilapa,100,tlacoapa-metlapilapa
zitlala-totola,100,zitlala-totola
cutzamala de pinzon-el guayabo,100,cutzamala de pinzon-el guayabo
cutzamala de pinzon-tamacuaro,100,cutzamala de pinzon-tamacuaro
azoyu-la bocana,100,azoyu-la bocana
xochistlahuaca-guadalupe victoria ii,100,xochistlahuaca-guadalupe victoria ii
cutzamala de pinzon-nuevo galeana,100,cutzamala de pinzon-nuevo galeana
coyuca de benitez-aguas blancas,100,coyuca de benitez-aguas blancas
metlatonoc-llano de ocote (yoso tuxa),100,metlatonoc-llano de ocote (yoso tuxa)
arcelia-tlalchichilpa,100,arcelia-tlalchichilpa
xochistlahuaca-cerro de piedra regada,100,xochistlahuaca-cerro de piedra regada
zirandaro-linda vista,100,zirandaro-linda vista
juan r. escudero-san juan del reparo sur (san juan del reparo),100,juan r. escudero-san juan del reparo sur (san juan del reparo)
ayutla de los libres-tecruz,100,ayutla de los libres-tecruz
alcozauca de guerrero-altamira,100,alcozauca de guerrero-altamira
general heliodoro castillo-barrio nuevo,100,general heliodoro castillo-barrio nuevo
petatlan-puente la barrita,100,petatlan-puente la barrita
zihuatanejo de azueta-el espinalillo,100,zihuatanejo de azueta-el espinalillo
zirandaro-los ticuiches,100,zirandaro-los ticuiches
chilapa de alvarez-zacapexco,100,chilapa de alvarez-zacapexco
coyuca de benitez-coyuca de benitez,100,coyuca de benitez-coyuca de benitez
petatlan-las placitas,100,petatlan-las placitas
metlatonoc-llano de leon,100,metlatonoc-llano de leon
florencio villarreal-san jose de las flores,100,florencio villarreal-san jose de las flores
tlapa de comonfort-tlaquiltzinapa,100,tlapa de comonfort-tlaquiltzinapa
san luis acatlan-atotonilco,100,san luis acatlan-atotonilco
petatlan-ocote de peregrino,100,petatlan-ocote de peregrino
tlacoachistlahuaca-la guadalupe,100,tlacoachistlahuaca-la guadalupe
xochistlahuaca-san miguel tejalpan,100,xochistlahuaca-san miguel tejalpan
coyuca de catalan-chamacua de michilena,100,coyuca de catalan-chamacua de michilena
coyuca de benitez-atoyaquillo,100,coyuca de benitez-atoyaquillo
petatlan-colonia juarez (venado),100,petatlan-colonia juarez (venado)
cocula-el municipio (tijuanita),100,cocula-el municipio (tijuanita)
xochistlahuaca-arroyo naranja,100,xochistlahuaca-arroyo naranja
taxco de alarcon-mexcaltepec,100,taxco de alarcon-mexcaltepec
petatlan-parotal del rio,100,petatlan-parotal del rio
xochistlahuaca-lindavista,100,xochistlahuaca-lindavista
pungarabato-la bolsa,100,pungarabato-la bolsa
xochihuehuetlan-xochihuehuetlan,100,xochihuehuetlan-xochihuehuetlan
igualapa-chimalapa,100,igualapa-chimalapa
zihuatanejo de azueta-el camalote,100,zihuatanejo de azueta-el camalote
ayutla de los libres-el rincon,100,ayutla de los libres-el rincon
zihuatanejo de azueta-la cienega,100,zihuatanejo de azueta-la cienega
cocula-xonacatla,100,cocula-xonacatla
san marcos-rancho los tamarindos,100,san marcos-rancho los tamarindos
iguala de la independencia-tuxpan,100,iguala de la independencia-tuxpan
xochistlahuaca-arroyo totole uno,100,xochistlahuaca-arroyo totole uno
zapotitlan tablas-escalerilla lagunas,100,zapotitlan tablas-escalerilla lagunas
juan r. escudero-villa guerrero (jobero o tajarito),100,juan r. escudero-villa guerrero (jobero o tajarito)
tecpan de galeana-la palma,100,tecpan de galeana-la palma
petatlan-la finquita,100,petatlan-la finquita
leonardo bravo-iyotla,100,leonardo bravo-iyotla
pungarabato-los limones,100,pungarabato-los limones
ometepec-la soledad,100,ometepec-la soledad
san luis acatlan-tuxtepec (cofradia),100,san luis acatlan-tuxtepec (cofradia)
acapulco de juarez-rancho las marias,100,acapulco de juarez-rancho las marias
mochitlan-coatomatitlan,100,mochitlan-coatomatitlan
petatlan-el cacao,100,petatlan-el cacao
tecpan de galeana-el guayabo,100,tecpan de galeana-el guayabo
acapulco de juarez-las parotas,100,acapulco de juarez-las parotas
ajuchitlan del progreso-el tepehuaje,100,ajuchitlan del progreso-el tepehuaje
tecpan de galeana-el porvenir,100,tecpan de galeana-el porvenir
tetipac-ahualulco,100,tetipac-ahualulco
metlatonoc-llano de la rana (xaha cucho dij),100,metlatonoc-llano de la rana (xaha cucho dij)
atoyac de alvarez-la remonta (la remonta grande),100,atoyac de alvarez-la remonta (la remonta grande)
chilapa de alvarez-zelocotitlan,100,chilapa de alvarez-zelocotitlan
florencio villarreal-colonia agricola,93,florencio villarreal-la agricola
zapotitlan tablas-tres lagunas,100,zapotitlan tablas-tres lagunas
arcelia-colonia emperador cuauhtemoc,86,acapulco de juarez-colonia vista hermosa de las flores
zirandaro-alita,100,zirandaro-alita
olinala-tetelcingo,100,olinala-tetelcingo
juan r. escudero-el potrero oriental,100,juan r. escudero-el potrero oriental
cutzamala de pinzon-la cienega,100,cutzamala de pinzon-la cienega
tlacoachistlahuaca-el limon guadalupe,100,tlacoachistlahuaca-el limon guadalupe
san luis acatlan-arroyo faisan,100,san luis acatlan-arroyo faisan
cochoapa el grande-calpanapa viejo,100,cochoapa el grande-calpanapa viejo
xochistlahuaca-junta de arroyo grande,100,xochistlahuaca-junta de arroyo grande
coyuca de catalan-agua fria,100,coyuca de catalan-agua fria
xochistlahuaca-plan maguey i,100,xochistlahuaca-plan maguey i
copala-ojo de agua (las salinas),100,copala-ojo de agua (las salinas)
petatlan-loma baya,100,petatlan-loma baya
atoyac de alvarez-san vicente de jesus,100,atoyac de alvarez-san vicente de jesus
acapulco de juarez-el bejuco,100,acapulco de juarez-el bejuco
atlixtac-san pedro huitzapula norte (huitzapula norte),100,atlixtac-san pedro huitzapula norte (huitzapula norte)
chilapa de alvarez-acatlan,100,chilapa de alvarez-acatlan
zirandaro-los medios,100,zirandaro-los medios
san luis acatlan-arroyo hoja de venado,100,san luis acatlan-arroyo hoja de venado
tecpan de galeana-el cerrito,100,tecpan de galeana-el cerrito
coyuca de benitez-yetla,100,coyuca de benitez-yetla
mochitlan-san miguel,100,mochitlan-san miguel
pungarabato-el cohete,100,pungarabato-el cohete
la union de isidoro montes de oca-vallecitos de san miguel,100,la union de isidoro montes de oca-vallecitos de san miguel
copanatoyac-cuautololo,100,copanatoyac-cuautololo
pungarabato-placeritos,100,pungarabato-placeritos
coyuca de benitez-las lomitas,100,coyuca de benitez-las lomitas
copala-colonia juan n. alvarez (playa ventura),100,copala-colonia juan n. alvarez (playa ventura)
taxco de alarcon-xochula,100,taxco de alarcon-xochula
acapulco de juarez-los ilamos,100,acapulco de juarez-los ilamos
tecpan de galeana-el valle,100,tecpan de galeana-el valle
florencio villarreal-el tejoruco,100,florencio villarreal-el tejoruco
coyuca de benitez-la barra (la barra de coyuca),100,coyuca de benitez-la barra (la barra de coyuca)
cochoapa el grande-cascada del zorro,100,cochoapa el grande-cascada del zorro
coyuca de benitez-paso real,100,coyuca de benitez-paso real
ayutla de los libres-chacalapa,100,ayutla de los libres-chacalapa
zirandaro-el platano,100,zirandaro-el platano
ometepec-el sepudo,100,ometepec-el sepudo
zihuatanejo de azueta-arroyo seco,100,zihuatanejo de azueta-arroyo seco
chilapa de alvarez-tlamixtlahuacan,100,chilapa de alvarez-tlamixtlahuacan
ahuacuotzingo-tecolcuautla,100,ahuacuotzingo-tecolcuautla
san miguel totolapan-san pedro pezuapan,100,san miguel totolapan-san pedro pezuapan
acapulco de juarez-playones de san isidro,100,acapulco de juarez-playones de san isidro
general heliodoro castillo-naranjito zapotitla (naranjito),100,general heliodoro castillo-naranjito zapotitla (naranjito)
tlacoachistlahuaca-san pedro cuitlapan,100,tlacoachistlahuaca-san pedro cuitlapan
xochihuehuetlan-xihuitlipa,100,xochihuehuetlan-xihuitlipa
general heliodoro castillo-altamira,100,general heliodoro castillo-altamira
chilapa de alvarez-popoyatlajco,100,chilapa de alvarez-popoyatlajco
coyuca de catalan-el jabali,100,coyuca de catalan-el jabali
chilpancingo de los bravo-coapango,100,chilpancingo de los bravo-coapango
coahuayutla de jose maria izazaga-san cristobal,100,coahuayutla de jose maria izazaga-san cristobal
iguala de la independencia-metlapa,100,iguala de la independencia-metlapa
petatlan-coyuquilla norte,100,petatlan-coyuquilla norte
tlapehuala-el cuacuyul,100,tlapehuala-el cuacuyul
zitlala-tlapehualapa,100,zitlala-tlapehualapa
jose joaquin de herrera-cacalotepec,100,jose joaquin de herrera-cacalotepec
acapulco de juarez-agua del perro,100,acapulco de juarez-agua del perro
marquelia-el capulin chocolate,100,marquelia-el capulin chocolate
ayutla de los libres-ojo de agua (xa'a kava yaa),95,ayutla de los libres-ayutla de los libres
chilapa de alvarez-el refugio,100,chilapa de alvarez-el refugio
copanatoyac-buena vista,100,copanatoyac-buena vista
quechultenango-achigca,100,quechultenango-achigca
quechultenango-coacoyul,100,quechultenango-coacoyul
tlalchapa-el aguacate,100,tlalchapa-el aguacate
coyuca de benitez-barrio nuevo del progreso,100,coyuca de benitez-barrio nuevo del progreso
atoyac de alvarez-el eden,100,atoyac de alvarez-el eden
copanatoyac-tlacotepec,100,copanatoyac-tlacotepec
ixcateopan de cuauhtemoc-teucizapan,100,ixcateopan de cuauhtemoc-teucizapan
xochistlahuaca-cabeza de arroyo nuevo,100,xochistlahuaca-cabeza de arroyo nuevo
cocula-tlanipatlan,100,cocula-tlanipatlan
coyuca de catalan-rio florido (las animas),100,coyuca de catalan-rio florido (las animas)
coahuayutla de jose maria izazaga-las minitas,100,coahuayutla de jose maria izazaga-las minitas
malinaltepec-el tepeyac,100,malinaltepec-el tepeyac
olinala-colonia altamirano,100,olinala-colonia altamirano
general heliodoro castillo-los ocotes,100,general heliodoro castillo-los ocotes
coahuayutla de jose maria izazaga-olivares,100,coahuayutla de jose maria izazaga-olivares
zitlala-las trancas,100,zitlala-las trancas
general canuto a. neri-ixtepec de san simon,100,general canuto a. neri-ixtepec de san simon
copanatoyac-tenexcalcingo,100,copanatoyac-tenexcalcingo
olinala-ocotitlan,100,olinala-ocotitlan
general heliodoro castillo-tlacotenco,100,general heliodoro castillo-tlacotenco
ahuacuotzingo-zompazolco,100,ahuacuotzingo-zompazolco
huitzuco de los figueroa-cacahuananche,100,huitzuco de los figueroa-cacahuananche
coyuca de catalan-las cruces,100,coyuca de catalan-las cruces
xochistlahuaca-plan de los muertos,100,xochistlahuaca-plan de los muertos
zapotitlan tablas-rio san marcos,100,zapotitlan tablas-rio san marcos
ixcateopan de cuauhtemoc-ixcateopan de cuauhtemoc,100,ixcateopan de cuauhtemoc-ixcateopan de cuauhtemoc
quechultenango-mexcaltepec,100,quechultenango-mexcaltepec
leonardo bravo-coatepec de la escalera,100,leonardo bravo-coatepec de la escalera
ayutla de los libres-el guineo,100,ayutla de los libres-el guineo
zirandaro-pandacuareo,100,zirandaro-pandacuareo
acapulco de juarez-carabali,100,acapulco de juarez-carabali
cutzamala de pinzon-los tules,100,cutzamala de pinzon-los tules
general heliodoro castillo-agua zarca,100,general heliodoro castillo-agua zarca
xalpatlahuac-zacatipa,100,xalpatlahuac-zacatipa
general heliodoro castillo-rancho viejo,100,general heliodoro castillo-rancho viejo
teloloapan-la concordia,100,teloloapan-la concordia
ajuchitlan del progreso-caballos,100,ajuchitlan del progreso-caballos
quechultenango-zoyapezco,100,quechultenango-zoyapezco
iliatenco-san jose vista hermosa,100,iliatenco-san jose vista hermosa
tixtla de guerrero-el troncon,100,tixtla de guerrero-el troncon
ayutla de los libres-tutepec,100,ayutla de los libres-tutepec
mochitlan-tlapacholapa,100,mochitlan-tlapacholapa
ajuchitlan del progreso-cuatro cruces (palo marcado),100,ajuchitlan del progreso-cuatro cruces (palo marcado)
chilapa de alvarez-ahuixtla,100,chilapa de alvarez-ahuixtla
atlamajalcingo del monte-chinameca,100,atlamajalcingo del monte-chinameca
acapulco de juarez-apanhuac (apanguaque),100,acapulco de juarez-apanhuac (apanguaque)
general heliodoro castillo-durazno san vicente (el durazno),100,general heliodoro castillo-durazno san vicente (el durazno)
eduardo neri-carrizalillo,100,eduardo neri-carrizalillo
petatlan-el paso ancho,100,petatlan-el paso ancho
ayutla de los libres-tlachimala,100,ayutla de los libres-tlachimala
olinala-vista hermosa,100,olinala-vista hermosa
arcelia-valle galeana (el tamarindo),100,arcelia-valle galeana (el tamarindo)
zirandaro-hacienda vieja,100,zirandaro-hacienda vieja
alcozauca de guerrero-xonacatlan,100,alcozauca de guerrero-xonacatlan
quechultenango-las palmitas,100,quechultenango-las palmitas
tlapa de comonfort-tres caminos,100,tlapa de comonfort-tres caminos
atlamajalcingo del monte-el rosario,100,atlamajalcingo del monte-el rosario
tixtla de guerrero-zoquiapa,100,tixtla de guerrero-zoquiapa
acapulco de juarez-agua zarca de la pena,100,acapulco de juarez-agua zarca de la pena
zirandaro-el ranchito,100,zirandaro-el ranchito
cutzamala de pinzon-la puchimita (la raisuda),100,cutzamala de pinzon-la puchimita (la raisuda)
juchitan-rayito de luna,100,juchitan-rayito de luna
cutzamala de pinzon-limon grande,100,cutzamala de pinzon-limon grande
olinala-zontecomatlan,100,olinala-zontecomatlan
acapulco de juarez-xolapa,100,acapulco de juarez-xolapa
quechultenango-naranjitas,100,quechultenango-naranjitas
pungarabato-santa barbara,100,pungarabato-santa barbara
tepecoacuilco de trujano-san miguel tecuiciapan,100,tepecoacuilco de trujano-san miguel tecuiciapan
zirandaro-corutzen (corucen),100,zirandaro-corutzen (corucen)
ahuacuotzingo-san juan (las joyas),100,ahuacuotzingo-san juan (las joyas)
mochitlan-monte alegre,100,mochitlan-monte alegre
coyuca de catalan-placeres del oro,100,coyuca de catalan-placeres del oro
leonardo bravo-carrizal de bravo,100,leonardo bravo-carrizal de bravo
ajuchitlan del progreso-san jeronimo santa fe,100,ajuchitlan del progreso-san jeronimo santa fe
san marcos-el guayabo,100,san marcos-el guayabo
coahuayutla de jose maria izazaga-santa cruz,100,coahuayutla de jose maria izazaga-santa cruz
coahuayutla de jose maria izazaga-tres palos,100,coahuayutla de jose maria izazaga-tres palos
atlixtac-san juan bautista coapala,100,atlixtac-san juan bautista coapala
atoyac de alvarez-el quemado,100,atoyac de alvarez-el quemado
copalillo-zicapa,100,copalillo-zicapa
ometepec-paso cuahulote,100,ometepec-paso cuahulote
tlapehuala-colonia juarez (el jabali),100,tlapehuala-colonia juarez (el jabali)
juan r. escudero-el zapote,100,juan r. escudero-el zapote
cualac-tlalixtlahuac,100,cualac-tlalixtlahuac
arcelia-el progreso (zapotitlan),100,arcelia-el progreso (zapotitlan)
huitzuco de los figueroa-cuahuilotla,100,huitzuco de los figueroa-cuahuilotla
leonardo bravo-el balzamar,100,leonardo bravo-el balzamar
coyuca de catalan-la queseria,100,coyuca de catalan-la queseria
iguala de la independencia-ceja blanca,100,iguala de la independencia-ceja blanca
atenango del rio-temalac,100,atenango del rio-temalac
chilapa de alvarez-el calvario,100,chilapa de alvarez-el calvario
chilapa de alvarez-tlayelpan,98,chilapa de alvarez-tlayelpa
martir de cuilapan-aixcualco,100,martir de cuilapan-aixcualco
atoyac de alvarez-poza verde,100,atoyac de alvarez-poza verde
chilapa de alvarez-macuixcatlan,100,chilapa de alvarez-macuixcatlan
iguala de la independencia-colonia el tomatal (kilometro 128),100,iguala de la independencia-colonia el tomatal (kilometro 128)
san marcos-san jose guatemala,100,san marcos-san jose guatemala
general heliodoro castillo-tepehuaje,100,general heliodoro castillo-tepehuaje
general heliodoro castillo-amacahuite,100,general heliodoro castillo-amacahuite
taxco de alarcon-tlamacazapa,100,taxco de alarcon-tlamacazapa
acapulco de juarez-el pelillo,100,acapulco de juarez-el pelillo
zapotitlan tablas-ahuixotitla,100,zapotitlan tablas-ahuixotitla
iguala de la independencia-coacoyula de alvarez,100,iguala de la independencia-coacoyula de alvarez
zirandaro-huitzataro,100,zirandaro-huitzataro
tlalchapa-san juan,100,tlalchapa-san juan
azoyu-tenango,100,azoyu-tenango
general heliodoro castillo-campo morado,100,general heliodoro castillo-campo morado
quechultenango-xochitepec,100,quechultenango-xochitepec
acapulco de juarez-kilometro 45,100,acapulco de juarez-kilometro 45
arcelia-almoloya (almoloya el grande),100,arcelia-almoloya (almoloya el grande)
ajuchitlan del progreso-puerto del coco,100,ajuchitlan del progreso-puerto del coco
xochistlahuaca-plan lagarto,100,xochistlahuaca-plan lagarto
zirandaro-aratichanguio,100,zirandaro-aratichanguio
malinaltepec-paraje montero (paraje montero de zaragoza),100,malinaltepec-paraje montero (paraje montero de zaragoza)
teloloapan-ixtlahualtoxtla (ixtahuastotla),100,teloloapan-ixtlahualtoxtla (ixtahuastotla)
xalpatlahuac-san nicolas zoyatlan (zoyatlan),100,xalpatlahuac-san nicolas zoyatlan (zoyatlan)
coyuca de catalan-pancira,100,coyuca de catalan-pancira
atoyac de alvarez-san francisco del tibor,100,atoyac de alvarez-san francisco del tibor
acapulco de juarez-el canton,100,acapulco de juarez-el canton
olinala-la escalera,100,olinala-la escalera
quechultenango-el cocoyul,100,quechultenango-el cocoyul
acapulco de juarez-bella vista papagayo,100,acapulco de juarez-bella vista papagayo
ometepec-piedra ancha,100,ometepec-piedra ancha
atenango del rio-santa cruz,100,atenango del rio-santa cruz
san luis acatlan-hondura tigre,100,san luis acatlan-hondura tigre
coyuca de benitez-los nopales,100,coyuca de benitez-los nopales
tlapehuala-nueva filadelfia (huerta vieja),100,tlapehuala-nueva filadelfia (huerta vieja)
san marcos-colonia el cuco,100,san marcos-colonia el cuco
olinala-lomas de tecojcoyunca,100,olinala-lomas de tecojcoyunca
eduardo neri-la laguna,100,eduardo neri-la laguna
malinaltepec-monte alegre,100,malinaltepec-monte alegre
igualapa-san jose buenavista,100,igualapa-san jose buenavista
coyuca de catalan-las mesas de pineda,100,coyuca de catalan-las mesas de pineda
general heliodoro castillo-las margaritas,100,general heliodoro castillo-las margaritas
coyuca de benitez-platanillo,100,coyuca de benitez-platanillo
coyuca de benitez-el espinalillo,100,coyuca de benitez-el espinalillo
martir de cuilapan-hueyitlalpan,100,martir de cuilapan-hueyitlalpan
tlapa de comonfort-san miguel zapotitlan,100,tlapa de comonfort-san miguel zapotitlan
pedro ascencio alquisiras-tepatulco,100,pedro ascencio alquisiras-tepatulco
coyuca de catalan-taretaro,100,coyuca de catalan-taretaro
cuajinicuilapa-el tamale,100,cuajinicuilapa-el tamale
iguala de la independencia-tepochica,100,iguala de la independencia-tepochica
coyuca de catalan-jaripo,100,coyuca de catalan-jaripo
atoyac de alvarez-san vicente de benitez (san vicentito),100,atoyac de alvarez-san vicente de benitez (san vicentito)
tecpan de galeana-san luis de la loma,100,tecpan de galeana-san luis de la loma
atlixtac-atlixtac,100,atlixtac-atlixtac
atlixtac-ocopexco,100,atlixtac-ocopexco
malinaltepec-union de las peras,100,malinaltepec-union de las peras
ayutla de los libres-cumbres de cotzalzin,100,ayutla de los libres-cumbres de cotzalzin
zirandaro-el luviano,100,zirandaro-el luviano
olinala-el tecorral,100,olinala-el tecorral
copanatoyac-patlicha,100,copanatoyac-patlicha
chilpancingo de los bravo-san vicente,100,chilpancingo de los bravo-san vicente
general heliodoro castillo-las vinatas,100,general heliodoro castillo-las vinatas
general heliodoro castillo-las pinas,100,general heliodoro castillo-las pinas
acatepec-puerto buenavista,100,acatepec-puerto buenavista
acapulco de juarez-san jose cacahuatepec,100,acapulco de juarez-san jose cacahuatepec
general heliodoro castillo-el morro,100,general heliodoro castillo-el morro
tlalchapa-los nopales,100,tlalchapa-los nopales
jose joaquin de herrera-san marcos ixtlahuac,100,jose joaquin de herrera-san marcos ixtlahuac
coyuca de benitez-el aguacate,100,coyuca de benitez-el aguacate
cutzamala de pinzon-el charco,100,cutzamala de pinzon-el charco
general heliodoro castillo-coatepec de los naranjos,100,general heliodoro castillo-coatepec de los naranjos
tepecoacuilco de trujano-sabana grande,100,tepecoacuilco de trujano-sabana grande
coahuayutla de jose maria izazaga-gallo de maciel,100,coahuayutla de jose maria izazaga-gallo de maciel
ajuchitlan del progreso-pinzan morado,100,ajuchitlan del progreso-pinzan morado
xochistlahuaca-arroyo blanquillo,100,xochistlahuaca-arroyo blanquillo
tecpan de galeana-la martha,100,tecpan de galeana-la martha
coahuayutla de jose maria izazaga-san rafael (san rafael de lopez),100,coahuayutla de jose maria izazaga-san rafael (san rafael de lopez)
eduardo neri-mazapa,100,eduardo neri-mazapa
xochistlahuaca-llano del carmen,100,xochistlahuaca-llano del carmen
atlamajalcingo del monte-zilacayotitlan,100,atlamajalcingo del monte-zilacayotitlan
tecpan de galeana-bajitos de la laguna,100,tecpan de galeana-bajitos de la laguna
jose joaquin de herrera-mazazontecomac,100,jose joaquin de herrera-mazazontecomac
general heliodoro castillo-el amate,100,general heliodoro castillo-el amate
acapulco de juarez-el veladero (veladero morelos),100,acapulco de juarez-el veladero (veladero morelos)
